object_id,title,description,dimensions,accession_number,detail_url,image_url,aligned_period,aligned_type,aligned_material,data_quality_score
225861,Untitled,,,2024.42,https://www.brooklynmuseum.org/objects/225861,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.42_overall01_David_Kordansky_Gallery.jpg,Qing dynasty (c. 2023),Signage,Unknown,0.7
226575,She Herself is a Haunted House,,,2024.19,https://www.brooklynmuseum.org/objects/226575,https://brooklynmuseum.b-cdn.net/collections/objects/2024.19_cropped_PS22.jpg,Qing dynasty (c. 2023),Painting,Unknown,0.7
226920,"Gluttony, Gluttony, Gluttony",,,2025.74a-c,https://www.brooklynmuseum.org/objects/226920,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.36_Kavi_Gupta_Gallery.jpg,Qing dynasty (c. 2023),Sculpture,Unknown,0.7
225894,Meedo Wallpaper,,,2024.64,https://www.brooklynmuseum.org/objects/225894,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.64_Wexler_Gallery.jpg,Qing dynasty (c. 2023),Work on Paper,Unknown,0.7
226695,A Stroll to the Cliffs,,,2025.48.1,https://www.brooklynmuseum.org/objects/226695,https://brooklynmuseum.b-cdn.net/collections/objects/2025.48.1_cropped_PS22.jpg,Qing dynasty (c. 2023),Work on Paper,Unknown,0.7
226206,"Tales of Moonlight Bench with Bowl, from the series Oriki (Act II): Tales by Moonlight",,,2025.6,https://www.brooklynmuseum.org/objects/226206,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.6_VERSO.jpg,Qing dynasty (c. 2023),Furnishing,Unknown,0.7
225768,World History I (Drum),,,2023.57,https://www.brooklynmuseum.org/objects/225768,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.57_overall01.jpeg,Qing dynasty (c. 2023),Furniture,Unknown,0.7
225929,Downdraft,,,2024.66.1,https://www.brooklynmuseum.org/objects/225929,https://brooklynmuseum.b-cdn.net/collections/objects/2024.66.1_overall01_PS22.jpg,Qing dynasty (c. 2023),Sculpture,Unknown,0.7
226487,"350,000",,,2025.37,https://www.brooklynmuseum.org/objects/226487,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.37_in_situ01_Sean_Kelly_New_York_Adam_Reich.jpg,Qing dynasty (c. 2023),Media art,Unknown,0.7
225513,Leave! Leave Now!,,,2023.64,https://www.brooklynmuseum.org/objects/225513,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.64.jpg,Qing dynasty (c. 2022),Media art,Unknown,0.7
225429,"Though it May Hurt, Thus Shall You Grow",,,2023.24a-b,https://www.brooklynmuseum.org/objects/225429,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.24a-b_overall01.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225000,"Sayonara, Suzie Wongs, aka: Out the Opium Den",,,2022.26.1,https://www.brooklynmuseum.org/objects/225000,https://brooklynmuseum.b-cdn.net/collections/objects/2022.26.1_PS11.jpg,Qing dynasty (c. 2022),Print,Unknown,0.7
224943,The Unburied Sounds of a Troubled Horizon,,,2022.12,https://www.brooklynmuseum.org/objects/224943,,Qing dynasty (c. 2022),Media art,Unknown,0.7
225738,Infinity: Soft Grid with Necklaces and Drips,,,2024.36,https://www.brooklynmuseum.org/objects/225738,,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225139,"U.S. Capital Attack, January 6, 2021, Buildings of Disaster Series",,,2022.46,https://www.brooklynmuseum.org/objects/225139,https://brooklynmuseum.b-cdn.net/collections/objects/2022.46_threequarter_PS20.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225001,She is the Mourning,,,2022.26.2,https://www.brooklynmuseum.org/objects/225001,,Qing dynasty (c. 2022),Print,Unknown,0.7
225296,"Old Gloried Hole, aka: Ends of Empire",,,2023.1,https://www.brooklynmuseum.org/objects/225296,,Qing dynasty (c. 2022),Painting,Unknown,0.7
225515,The North Star,,,2023.71a-g,https://www.brooklynmuseum.org/objects/225515,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.71a-g.jpg,Qing dynasty (c. 2022),Print,Unknown,0.7
225427,Small Path (Gateway to),,,2023.20,https://www.brooklynmuseum.org/objects/225427,https://brooklynmuseum.b-cdn.net/collections/objects/2023.20_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225518,"Fire Pit ""Wisdom Through Music""",,,2023.35,https://www.brooklynmuseum.org/objects/225518,https://brooklynmuseum.b-cdn.net/collections/objects/2023.35_overall.jpg,Qing dynasty (c. 2022),Fire/Heat,Unknown,0.7
225759,Vanity Accent Plate,,,2023.34.2,https://www.brooklynmuseum.org/objects/225759,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.2_overall_PS22.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225294,Simply Fragile,,,2023.12,https://www.brooklynmuseum.org/objects/225294,https://brooklynmuseum.b-cdn.net/collections/objects/2023.12_PS22.jpg,Qing dynasty (c. 2022),Photograph,Unknown,0.7
225758,Dancing Accent Plate,,,2023.34.1,https://www.brooklynmuseum.org/objects/225758,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.1_overall_PS22.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225910,Calyx Bowl (Gakuwan),,,2024.63.4,https://www.brooklynmuseum.org/objects/225910,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.63.4_overall01.jpg,Qing dynasty (c. 2022),Vessel,Unknown,0.7
225767,Picnic Mug,,,2023.34.10,https://www.brooklynmuseum.org/objects/225767,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.10_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225761,Picnic Accent Plate,,,2023.34.4,https://www.brooklynmuseum.org/objects/225761,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.4_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225760,Basketball Accent Plate,,,2023.34.3,https://www.brooklynmuseum.org/objects/225760,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.3_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225764,Dancing Mug,,,2023.34.7,https://www.brooklynmuseum.org/objects/225764,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.7_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225762,Horses Teacup and Saucer,,,2023.34.5a-b,https://www.brooklynmuseum.org/objects/225762,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.5a-b_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225765,Vanity Mug,,,2023.34.8,https://www.brooklynmuseum.org/objects/225765,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.8_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225763,Picnic Teapot,,,2023.34.6a-b,https://www.brooklynmuseum.org/objects/225763,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.6a-b_side_left_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225766,Basketball Mug,,,2023.34.9,https://www.brooklynmuseum.org/objects/225766,https://brooklynmuseum.b-cdn.net/collections/objects/2023.34.9_overall_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225497,Seeing You Through Her and Me: Verneisha,,,2023.59.1,https://www.brooklynmuseum.org/objects/225497,https://brooklynmuseum.b-cdn.net/collections/objects/2023.59.1_cropped_PS22.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225860,For the Life of a Child,,,2024.40,https://www.brooklynmuseum.org/objects/225860,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.40_overall01.jpeg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225292,Manuscript of Nature V_Brooklyn Museum,,,2023.10,https://www.brooklynmuseum.org/objects/225292,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.10_view01.jpg,Qing dynasty (c. 2022),Relief,Unknown,0.7
226701,"Whatever You Say, Say Nothing | Chapter 1 - The First Day",,,2025.50,https://www.brooklynmuseum.org/objects/226701,,Qing dynasty (c. 2022),Photograph,Unknown,0.7
225287,Untitled (Pink and Blue),,,2023.7,https://www.brooklynmuseum.org/objects/225287,https://brooklynmuseum.b-cdn.net/collections/objects/2023.7_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
226599,Red Green Blue,,,2025.46,https://www.brooklynmuseum.org/objects/226599,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.46_Paula_Cooper.jpg,Qing dynasty (c. 2022),Media art,Unknown,0.7
226511,Doors,,,2025.25,https://www.brooklynmuseum.org/objects/226511,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.25_Paula_Cooper_Gallery.jpg,Qing dynasty (c. 2022),Media art,Unknown,0.7
225871,In the whole world together,,,2024.46,https://www.brooklynmuseum.org/objects/225871,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.46_Parrish_Museum.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225425,Imbroglio,,,2023.15,https://www.brooklynmuseum.org/objects/225425,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.15_overall_Chris_Soal_Studio.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225728,Treatise on the Executed (from Robin's Intimacy),,,2024.12a-j,https://www.brooklynmuseum.org/objects/225728,https://brooklynmuseum.b-cdn.net/collections/objects/2024.12a-j_overall01_PS22.jpg,Qing dynasty (c. 2022),Print,Unknown,0.7
225521,Big Peek,,,2023.30,https://www.brooklynmuseum.org/objects/225521,https://brooklynmuseum.b-cdn.net/collections/objects/2023.30_PS20.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225537,Ozymandias,,,2023.19,https://www.brooklynmuseum.org/objects/225537,https://brooklynmuseum.b-cdn.net/collections/objects/2023.19_cropped_PS22.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
225514,Love is Love,,,2023.59.2,https://www.brooklynmuseum.org/objects/225514,https://brooklynmuseum.b-cdn.net/collections/objects/2023.59.2_cropped_PS22.jpg,Qing dynasty (c. 2022),Painting,Unknown,0.7
226907,Untitled,,,2025.59a-b,https://www.brooklynmuseum.org/objects/226907,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.L2024.3.1a-b.JPG,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
226912,[Untitled],,,2025.73.2,https://www.brooklynmuseum.org/objects/226912,,Qing dynasty (c. 2022),Photograph,Unknown,0.7
225650,New Beginnings,,,2024.13a-c,https://www.brooklynmuseum.org/objects/225650,https://brooklynmuseum.b-cdn.net/collections/objects/2024.13a-c_front_version01_PS22.jpg,Qing dynasty (c. 2022),Carrier,Unknown,0.7
225013,Pirosoma,,,2022.36,https://www.brooklynmuseum.org/objects/225013,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2022.36_view01.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
224999,Untitled,,,2022.25,https://www.brooklynmuseum.org/objects/224999,https://brooklynmuseum.b-cdn.net/collections/objects/2022.25_PS11.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225773,ALPACA CHAIR,,,2024.23,https://www.brooklynmuseum.org/objects/225773,,Qing dynasty (c. 2022),Furnishing,Unknown,0.7
226922,A Lion's Watermelon (بطيخة أسد),,,2025.62.2,https://www.brooklynmuseum.org/objects/226922,https://brooklynmuseum.b-cdn.net/collections/objects/2025.62.2_cropped_PS22.jpg,Qing dynasty (c. 2022),Photograph,Unknown,0.7
225771,Dioulassoba (Dioula's Town),,,2023.66,https://www.brooklynmuseum.org/objects/225771,https://brooklynmuseum.b-cdn.net/collections/objects/2023.66_front_PS20.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225887,"Implode II, from the Persona-Jung series",,,2024.49.6,https://www.brooklynmuseum.org/objects/225887,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.49.6_Friedman_Benda.jpg,Qing dynasty (c. 2022),Sculpture,Unknown,0.7
225039,Crossing the Alps,,,2021.31,https://www.brooklynmuseum.org/objects/225039,,Qing dynasty (c. 2021),Painting,Unknown,0.7
225038,Blackwater,"Assemblage of an antique quilt, clothing, and assorted textiles.",,2021.21,https://www.brooklynmuseum.org/objects/225038,,Qing dynasty (c. 2021),Textile,Unknown,0.7
225071,Cyrus in the Field with His Camera,,,2021.59,https://www.brooklynmuseum.org/objects/225071,,Qing dynasty (c. 2021),Photograph,Unknown,0.7
225049,G.O.L.,,,2021.26,https://www.brooklynmuseum.org/objects/225049,https://brooklynmuseum.b-cdn.net/collections/objects/MTV_Brooklyn_Museum_Art_Breaks_DIG_04_Christine_Sun_Kim_PS8.jpg,Qing dynasty (c. 2021),Media art,Unknown,0.7
225046,Sisters Serving the Community,,,2021.25a-c,https://www.brooklynmuseum.org/objects/225046,,Qing dynasty (c. 2021),Installation,Unknown,0.7
225053,Disease Thrower #18,,,2021.46,https://www.brooklynmuseum.org/objects/225053,https://brooklynmuseum.b-cdn.net/collections/objects/2021.46_PS11.jpg,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
225048,Vertigo Dreams,,,2021.20,https://www.brooklynmuseum.org/objects/225048,https://brooklynmuseum.b-cdn.net/collections/objects/MTV_Brooklyn_Museum_Art_Breaks_DIG_05_John_Akomfrah_PS8.jpg,Qing dynasty (c. 2021),Media art,Unknown,0.7
224941,planar vessel III,,,2022.6,https://www.brooklynmuseum.org/objects/224941,https://brooklynmuseum.b-cdn.net/collections/objects/2022.6_PS11.jpg,Qing dynasty (c. 2021),Work on Paper,Unknown,0.7
225488,Flags and Debris,,,2023.51,https://www.brooklynmuseum.org/objects/225488,,Qing dynasty (c. 2021),Media art,Unknown,0.7
225646,For the Life of a Child,,,2024.11,https://www.brooklynmuseum.org/objects/225646,,Qing dynasty (c. 2021),Work on Paper,Unknown,0.7
225050,Ix̱six̱án ax̱ tʼukanéiyi,,,2021.23,https://www.brooklynmuseum.org/objects/225050,https://brooklynmuseum.b-cdn.net/collections/objects/MTV_Brooklyn_Museum_Art_Breaks_DIG_03_Nicholas_Galanin_PS8.jpg,Qing dynasty (c. 2021),Media art,Unknown,0.7
224897,Black Wall Street Journey #5,,,2021.4a-l,https://www.brooklynmuseum.org/objects/224897,https://brooklynmuseum.b-cdn.net/collections/objects/2021.4a-l_PS11.jpg,Qing dynasty (c. 2021),Painting,Unknown,0.7
225770,Lovebird Agave Cabinet,Prototype,,2023.47,https://www.brooklynmuseum.org/objects/225770,https://brooklynmuseum.b-cdn.net/collections/objects/2023.47_overall_PS20.jpg,Qing dynasty (c. 2021),Furnishing,Unknown,0.7
225434,Untitled (Whitescape Series),,,2022.14,https://www.brooklynmuseum.org/objects/225434,https://brooklynmuseum.b-cdn.net/collections/objects/2022.14 _PS11.jpg,Qing dynasty (c. 2021),Ceramic,Unknown,0.7
225041,Pollinator in the Pleasure Garden,,,2021.30,https://www.brooklynmuseum.org/objects/225041,https://brooklynmuseum.b-cdn.net/collections/objects/MTV_Brooklyn_Museum_Art_Breaks_DIG_01_Tourmaline_PS8.jpg,Qing dynasty (c. 2021),Media art,Unknown,0.7
225030,Dizzy Spell,,,2021.35,https://www.brooklynmuseum.org/objects/225030,https://brooklynmuseum.b-cdn.net/collections/objects/2021.35_cropped_PS22.jpg,Qing dynasty (c. 2021),Work on Paper,Unknown,0.7
225032,Private School (Physical Education),,,2021.48,https://www.brooklynmuseum.org/objects/225032,https://brooklynmuseum.b-cdn.net/collections/objects/2021.48_cropped_PS22.jpg,Qing dynasty (c. 2021),Painting,Unknown,0.7
225519,"Bitter Arrangement IV: Overseers Aerial, apprehension and authorization",,,2023.75,https://www.brooklynmuseum.org/objects/225519,https://brooklynmuseum.b-cdn.net/collections/objects/2023.75_PS22.jpg,Qing dynasty (c. 2021),Relief,Unknown,0.7
225878,Hourglass,,,2024.41,https://www.brooklynmuseum.org/objects/225878,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.41_overall.jpg,Qing dynasty (c. 2021),Ceramic,Unknown,0.7
225035,Prince McVeigh and the Turner Blasphemies,,,2021.29,https://www.brooklynmuseum.org/objects/225035,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2021.29_SC01_Sikkema_Jenkins.jpg,Qing dynasty (c. 2021),Media art,Unknown,0.7
225967,Invisible Man,,,2024.68,https://www.brooklynmuseum.org/objects/225967,https://brooklynmuseum.b-cdn.net/collections/objects/2024.68_front_PS22.jpg,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
225034,Fool’s Errand #3,,,2021.56,https://www.brooklynmuseum.org/objects/225034,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2021.56_KohnGallery.jpg,Qing dynasty (c. 2021),Painting,Unknown,0.7
225754,No. 270 from the Poly S. Tyrene Memorial Maritime Museum,,,2023.48.3,https://www.brooklynmuseum.org/objects/225754,,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
225753,No. 267 from the Poly S. Tyrene Memorial Maritime Museum,,,2023.48.2,https://www.brooklynmuseum.org/objects/225753,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.48.2_overall01.jpg,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
225804,Konko Guro Mentori Chawan (Concord Black Teabowl),,,2023.68,https://www.brooklynmuseum.org/objects/225804,,Qing dynasty (c. 2021),Painting,Unknown,0.7
226911,Girl with bat,,,2025.73.1,https://www.brooklynmuseum.org/objects/226911,,Qing dynasty (c. 2021),Photograph,Unknown,0.7
226913,Cull,,,2025.73.3a-e,https://www.brooklynmuseum.org/objects/226913,,Qing dynasty (c. 2021),Media art,Unknown,0.7
226956,Chain Link Vessel,,,2025.70,https://www.brooklynmuseum.org/objects/226956,,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
226914,The Interval of Unreason,,,2025.73.4,https://www.brooklynmuseum.org/objects/226914,,Qing dynasty (c. 2021),Photograph,Unknown,0.7
224946,My Mattered Mass -[MixedColorReflections/ (GoldenRings) NEWSclips+EYEMATTER],,,2022.15,https://www.brooklynmuseum.org/objects/224946,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2022.15_view01.jpg,Qing dynasty (c. 2021),Ceramic,Unknown,0.7
225470,Stool,,,2023.23,https://www.brooklynmuseum.org/objects/225470,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.23_overall.jpg,Qing dynasty (c. 2021),Furnishing,Unknown,0.7
227519,Another Life,,,2026.3.3,https://www.brooklynmuseum.org/objects/227519,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2026.3.3_Artsy.jpg,Qing dynasty (c. 2021),Painting,Unknown,0.7
225879,Noksha,,,2024.49.7,https://www.brooklynmuseum.org/objects/225879,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.49.7_front_Friedman_Benda.jpg,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
224995,Notes on Social Justice: Freedman's Monument,,,2022.21,https://www.brooklynmuseum.org/objects/224995,https://brooklynmuseum.b-cdn.net/collections/objects/2022.21_PS11.jpg,Qing dynasty (c. 2021),Print,Unknown,0.7
225866,I've Known Rivers (Langston Hughes),,,2024.59,https://www.brooklynmuseum.org/objects/225866,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.59_Lucy_Lacoste.jpeg,Qing dynasty (c. 2021),Sculpture,Unknown,0.7
225282,The Red XII,,,2023.2,https://www.brooklynmuseum.org/objects/225282,https://brooklynmuseum.b-cdn.net/collections/objects/2023.2_PS20.jpg,Qing dynasty (c. 2021),Work on Paper,Unknown,0.7
224802,Giuliani,,,2020.24,https://www.brooklynmuseum.org/objects/224802,https://brooklynmuseum.b-cdn.net/collections/objects/2020.24_PS11.jpg,Qing dynasty (c. 2020),Photograph,Unknown,0.7
224876,"I Can’t Breathe, Brooklyn, June 2020",,,2021.12.2,https://www.brooklynmuseum.org/objects/224876,,Qing dynasty (c. 2020),Photograph,Unknown,0.7
224940,Oysterknife,,,2022.5,https://www.brooklynmuseum.org/objects/224940,,Qing dynasty (c. 2020),Media art,Unknown,0.7
224801,cycle,,,2020.10,https://www.brooklynmuseum.org/objects/224801,,Qing dynasty (c. 2020),Painting,Unknown,0.7
225027,Finding Beauty in a Dark Place,,,2022.13,https://www.brooklynmuseum.org/objects/225027,https://brooklynmuseum.b-cdn.net/collections/objects/2022.13_in_situ_01_PS20.jpg,Qing dynasty (c. 2020),Textile,Unknown,0.7
224805,GPTS3,,,2020.19,https://www.brooklynmuseum.org/objects/224805,https://brooklynmuseum.b-cdn.net/collections/objects/2020.19_PS11.jpg,Qing dynasty (c. 2020),Collage,Unknown,0.7
224873,"Militant Mindset, Brooklyn, Juneteenth",,,2021.9.1,https://www.brooklynmuseum.org/objects/224873,,Qing dynasty (c. 2020),Photograph,Unknown,0.7
224869,ANSWERS,,,2020.25.2,https://www.brooklynmuseum.org/objects/224869,,Qing dynasty (c. 2020),Media art,Unknown,0.7
